4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
4096,4096,0,0,0,0,0,0,0,0,0,0,0,0,0,2266
